id,school_id,constituent_id,campaign_id,opportunity_id,gift_date,amount,currency,status,gift_type,gift_channel,record_source,payment_method,anonymous,fiscal_year,external_id,linked_parent_gift_id
75,1,14563,,,2019-11-21,250.00,USD,paid,one_time,,crm_import,bank_transfer,false,2020,CRM-0K7-LD2B,
76,1,14563,1,,2019-10-15,500.00,USD,paid,one_time,online,givecampus,credit_card,false,2020,GC-2019-0H7ZC9V,
77,1,10202,,,2002-09-16,100.00,USD,paid,one_time,,crm_import,credit_card,false,2003,CRM-1CK-Z9BV,
78,1,10202,,,2003-09-06,250.00,USD,paid,one_time,,crm_import,check,false,2004,CRM-15W-S7EP,
79,1,8916,,,2020-10-10,50.00,USD,paid,one_time,,crm_import,check,false,2021,CRM-0DQ-VEUH,
80,1,9913,1,,2025-12-24,1000.00,USD,refunded,one_time,,crm_import,credit_card,false,2026,CRM-0SH-YUGN,
81,1,9913,,,2024-10-15,2500.00,USD,pending,one_time,,crm_import,check,false,2025,CRM-0EY-KCQE,
82,1,9913,,,2023-06-21,25.00,USD,paid,one_time,,crm_import,bank_transfer,false,2023,CRM-01B-MDVY,
83,1,9913,,,2022-10-08,250.00,USD,paid,one_time,,crm_import,stock,true,2023,CRM-0ZU-042C,
84,1,12380,,,2025-04-12,500.00,USD,paid,one_time,mail,advancement_entry,stock,false,2025,CRM-1FW-DWMK,
85,1,12380,,,2026-05-23,250.00,USD,paid,one_time,,crm_import,stock,false,2026,CRM-174-8BUD,
86,1,12380,1,,2023-12-30,250.00,USD,paid,one_time,,crm_import,check,true,2024,CRM-1TO-ZSSN,
87,1,12380,,,2024-12-22,100.00,USD,paid,one_time,,crm_import,stock,false,2025,CRM-16R-ZIMD,
88,1,17692,,,2012-12-20,1000.00,USD,pending,matching_gift,,crm_import,stock,false,2013,CRM-0NF-0TY5,
89,1,17692,,,2011-12-30,250.00,USD,paid,one_time,,crm_import,stock,false,2012,CRM-02S-XIJP,
90,1,17692,,,2011-02-03,250.00,USD,paid,one_time,,crm_import,credit_card,false,2011,CRM-05U-0HPV,
91,1,17692,,,2011-06-23,100.00,USD,paid,one_time,,crm_import,bank_transfer,false,2011,CRM-1O8-65VF,
92,1,17692,,,2009-12-20,2500.00,USD,paid,one_time,,crm_import,other,true,2010,CRM-1XW-FBQ7,
93,1,17692,,,2009-04-03,50.00,USD,refunded,one_time,,crm_import,stock,false,2009,CRM-0K5-4O57,
94,1,17692,,,2008-10-19,15.00,USD,paid,one_time,,crm_import,stock,false,2009,CRM-0M9-F7Q9,
95,1,17692,,,2008-06-27,25.00,USD,paid,one_time,,crm_import,credit_card,false,2008,CRM-17N-G49X,
96,1,17692,,,2006-12-02,250.00,USD,paid,one_time,,crm_import,other,false,2007,CRM-0SS-U1ZR,
97,1,17692,,,2006-09-02,25.00,USD,refunded,one_time,,crm_import,credit_card,false,2007,CRM-0GD-TINS,
98,1,17692,,,2005-10-19,15.00,USD,paid,one_time,,crm_import,stock,false,2006,CRM-0SZ-AXFS,
99,1,17692,,,2006-11-13,50.00,USD,paid,one_time,,crm_import,stock,false,2007,CRM-0BU-O6ZR,
100,1,17692,,,2006-10-15,50.00,USD,paid,one_time,,crm_import,check,false,2007,CRM-1B4-ACN8,
101,1,17692,,,2005-06-20,100.00,USD,paid,one_time,,crm_import,other,false,2005,CRM-1BO-L5VU,
102,1,19378,1,,2026-05-12,250.00,USD,pending,one_time,online,givecampus,credit_card,false,2026,GC-2026-14EJIMO,
103,1,19378,1,,2025-03-08,500.00,USD,paid,one_time,online,givecampus,credit_card,false,2025,GC-2025-1QXWKC9,
104,1,19856,,,2022-11-19,500.00,USD,pledged,pledge,,crm_import,check,false,2023,CRM-1CQ-DADC,
105,1,19856,1,,2022-10-19,50.00,USD,paid,one_time,,crm_import,other,false,2023,CRM-0H0-TZ2Z,
106,1,19856,,,2021-10-15,250.00,USD,paid,one_time,,crm_import,credit_card,false,2022,CRM-137-J3H3,
107,1,19856,1,,2020-06-26,25.00,USD,paid,one_time,online,givecampus,credit_card,false,2020,GC-2020-00I5CDI,
108,1,4530,,,2022-04-11,25.00,USD,paid,one_time,,crm_import,bank_transfer,false,2022,CRM-10G-M5TQ,
109,1,6383,,,2008-04-16,250.00,USD,paid,one_time,,crm_import,stock,false,2008,,
110,1,6723,,,2007-03-21,50.00,USD,paid,one_time,,crm_import,stock,false,2007,CRM-1Y1-TZXF,
111,1,6723,,,2008-06-12,50.00,USD,paid,one_time,,crm_import,credit_card,false,2008,CRM-1N6-U30P,
112,1,3848,,,2025-06-28,50.00,USD,paid,one_time,,crm_import,check,false,2025,CRM-0LY-O491,
113,1,3848,1,,2025-10-15,100.00,USD,paid,one_time,,crm_import,other,false,2026,CRM-0B5-WX7I,
114,1,3848,1,,2025-06-08,15.00,USD,paid,one_time,mail,advancement_entry,stock,false,2025,CRM-1MD-UEFR,
115,1,3848,,,2025-06-08,500.00,USD,paid,one_time,,crm_import,other,false,2025,CRM-1BG-JTY5,
116,1,14096,,,2025-01-06,75.00,USD,refunded,one_time,,crm_import,check,false,2025,CRM-0XI-3P0J,
117,1,14096,1,,2026-05-13,25.00,USD,paid,one_time,,crm_import,bank_transfer,false,2026,CRM-0LF-59S8,
118,1,14096,,,2023-03-14,100.00,USD,paid,matching_gift,,crm_import,check,false,2023,CRM-03U-3X2X,
119,1,14096,12,,2025-10-15,75.00,USD,paid,one_time,online,givecampus,credit_card,false,2026,GC-2025-17Y231Z,
120,1,5422,5,,2026-04-07,1000.00,USD,paid,one_time,online,givecampus,credit_card,false,2026,GC-2026-09XYD8J,
121,1,5422,,,2025-12-30,75.00,USD,paid,one_time,,crm_import,other,false,2026,CRM-0GO-Y8JK,
122,1,5422,,,2024-02-28,25.00,USD,paid,one_time,mail,advancement_entry,credit_card,false,2024,CRM-0HU-4APB,
123,1,5422,1,,2023-10-15,15.00,USD,paid,one_time,online,givecampus,credit_card,false,2024,GC-2023-1K9FPNW,
124,1,5422,,,2023-03-28,50.00,USD,paid,one_time,,crm_import,credit_card,false,2023,CRM-15Z-5JOR,
125,1,5422,1,,2022-04-07,25.00,USD,paid,one_time,,crm_import,stock,false,2022,CRM-1TA-XR4B,
126,1,5422,,,2021-11-07,100.00,USD,paid,one_time,,crm_import,credit_card,false,2022,CRM-0DZ-VFDB,
127,1,5422,,,2022-10-15,100.00,USD,paid,one_time,,crm_import,check,false,2023,CRM-0XQ-7ULM,
128,1,1688,1,,2025-06-18,100.00,USD,paid,one_time,online,givecampus,credit_card,false,2025,GC-2025-0ZH8RTF,
129,1,1688,,,2024-07-18,250.00,USD,paid,one_time,,crm_import,bank_transfer,false,2025,,
130,1,1688,,,2023-10-15,25.00,USD,refunded,one_time,,crm_import,credit_card,false,2024,,
131,1,1688,1,,2024-01-11,25.00,USD,paid,one_time,,crm_import,check,false,2024,CRM-1LJ-CAWQ,
132,1,16427,1,,2026-05-17,103.20,USD,pledged,pledge,online,givecampus,credit_card,false,2026,,
133,1,7075,1,,2025-12-07,50.00,USD,refunded,one_time,,crm_import,bank_transfer,false,2026,CRM-0QW-B0JR,
134,1,6870,,,2002-06-15,75.00,USD,paid,one_time,,crm_import,credit_card,false,2002,CRM-01Y-ISO9,
135,1,17181,,,2013-10-15,25.00,USD,refunded,one_time,,crm_import,stock,true,2014,CRM-1M9-MAI6,
136,1,3697,,,2010-10-06,250.00,USD,paid,one_time,,crm_import,other,false,2011,CRM-1GF-A7R6,
137,1,3697,,,2008-04-01,5000.00,USD,paid,one_time,,crm_import,credit_card,false,2008,CRM-0NV-XQR7,
138,1,11937,1,,2025-04-22,100.00,USD,paid,one_time,,crm_import,check,false,2025,CRM-020-4UJZ,
139,1,11937,,,2025-09-11,50.00,USD,pending,one_time,,crm_import,stock,false,2026,CRM-0XL-SZFB,
140,1,14756,,,2021-12-20,100.00,USD,paid,one_time,,crm_import,credit_card,false,2022,,
141,1,1191,,,2023-06-04,50.00,USD,paid,one_time,,crm_import,credit_card,false,2023,CRM-1CU-75TP,
142,1,1191,,,2024-12-27,1000.00,USD,paid,one_time,,crm_import,stock,false,2025,CRM-0LN-JTDU,
143,1,1431,,,2021-01-13,250.00,USD,paid,one_time,,crm_import,credit_card,false,2021,CRM-1TW-N4T2,
144,1,17704,,,2005-12-24,500.00,USD,pending,one_time,,crm_import,check,false,2006,CRM-1QN-3N1V,
145,1,8241,1,,2021-10-15,15.00,USD,paid,one_time,online,givecampus,credit_card,false,2022,,
146,1,8241,,,2021-10-10,100.00,USD,paid,one_time,mail,advancement_entry,stock,false,2022,CRM-0TT-OSCR,
147,1,8241,1,,2021-04-15,25.00,USD,paid,matching_gift,,crm_import,check,false,2021,CRM-0MC-0EEO,
148,1,8241,1,,2021-12-01,100.00,USD,paid,one_time,online,givecampus,credit_card,false,2022,GC-2021-1NFO3F3,
149,1,8014,,,2016-05-13,500.00,USD,paid,one_time,,crm_import,check,false,2016,CRM-0WM-C6IV,
150,1,18510,1,,2023-12-25,75.00,USD,paid,one_time,online,givecampus,credit_card,false,2024,GC-2023-07ORW2M,
151,1,18510,1,,2022-04-12,77.40,USD,paid,one_time,online,givecampus,credit_card,false,2022,GC-2022-1JEVTDT,
152,1,18510,,,2020-10-28,250.00,USD,paid,one_time,,crm_import,other,false,2021,CRM-17D-GTZH,
153,1,18510,1,,2020-06-12,50.00,USD,paid,one_time,online,givecampus,credit_card,false,2020,GC-2020-1DJQUVM,
154,1,18510,,,2021-11-06,100.00,USD,paid,one_time,,crm_import,other,false,2022,CRM-1H3-3FAC,
155,1,18510,,,2019-06-05,50.00,USD,paid,one_time,,crm_import,bank_transfer,false,2019,CRM-0AA-OYVV,
156,1,18510,1,,2019-11-03,2500.00,USD,paid,one_time,online,givecampus,credit_card,false,2020,GC-2019-0QWCSFM,
157,1,18510,1,,2020-10-12,1032.00,USD,paid,one_time,online,givecampus,credit_card,false,2021,GC-2020-13E0XR1,
158,1,18510,,,2018-01-04,10000.00,USD,paid,one_time,,crm_import,stock,false,2018,CRM-0FS-H4I1,
159,1,18510,,,2018-11-11,75.00,USD,paid,one_time,,crm_import,other,false,2019,CRM-0ET-BIHS,
160,1,18510,,,2018-01-19,25.00,USD,refunded,one_time,,crm_import,stock,false,2018,CRM-0BU-6D9R,
161,1,18510,,,2016-06-27,500.00,USD,paid,one_time,,crm_import,check,false,2016,CRM-1T0-GHA4,
162,1,18510,,,2015-11-11,25.00,USD,paid,one_time,,crm_import,other,false,2016,CRM-0RF-WNMD,
163,1,18510,,,2016-03-06,15.00,USD,paid,one_time,,crm_import,check,false,2016,CRM-130-CE9J,
164,1,17543,1,,2023-01-25,25.00,USD,paid,matching_gift,online,givecampus,credit_card,false,2023,GC-2023-07FV7CX,
165,1,19304,,,2024-01-23,50.00,USD,paid,one_time,,crm_import,other,false,2024,,
166,1,19304,,,2026-02-06,500.00,USD,paid,one_time,,crm_import,check,false,2026,CRM-153-3E3W,
167,1,12258,1,,2021-11-03,100.00,USD,paid,one_time,online,givecampus,credit_card,false,2022,GC-2021-0WB1UUZ,
168,1,5640,,,2025-12-28,50.00,USD,paid,one_time,,crm_import,stock,false,2026,CRM-12B-48KN,
169,1,5640,1,,2026-02-23,100.00,USD,paid,one_time,,crm_import,credit_card,false,2026,CRM-0NN-K1IY,
170,1,5640,,,2025-06-14,100.00,USD,paid,one_time,,crm_import,check,false,2025,CRM-11E-F7T4,
171,1,5640,,,2023-10-15,100.00,USD,paid,one_time,mail,advancement_entry,bank_transfer,false,2024,CRM-16L-C5WC,
172,1,18518,,,2025-11-01,100.00,USD,paid,one_time,,crm_import,credit_card,false,2026,CRM-0LF-PE4N,
173,1,16491,,,2010-06-16,100.00,USD,refunded,one_time,,crm_import,stock,false,2010,CRM-0XM-TAID,
174,1,16491,,,2009-06-23,25.00,USD,paid,one_time,,crm_import,check,false,2009,CRM-0JP-4A4M,
175,1,16844,,,2022-12-28,250.00,USD,paid,one_time,,crm_import,check,false,2023,CRM-093-DZ40,
176,1,6199,1,,2024-04-27,500.00,USD,paid,one_time,,crm_import,bank_transfer,false,2024,CRM-0VP-3UZ8,
177,1,4482,,,2015-07-05,5000.00,USD,paid,matching_gift,,crm_import,bank_transfer,false,2016,CRM-1K9-3IIC,
178,1,12658,1,,2026-08-03,77.40,USD,paid,one_time,online,givecampus,credit_card,false,2027,GC-2026-1DO125B,
179,1,12658,1,,2024-05-06,100.00,USD,paid,one_time,online,givecampus,credit_card,false,2024,GC-2024-043PHPT,
180,1,12658,1,,2025-08-06,100.00,USD,paid,one_time,online,givecampus,credit_card,false,2026,GC-2025-0PT6K8I,
181,1,12658,,,2023-06-27,100.00,USD,paid,one_time,,crm_import,bank_transfer,false,2023,CRM-0IV-T4EI,
182,1,12658,1,,2023-12-24,500.00,USD,paid,one_time,event,advancement_entry,stock,false,2024,CRM-1UE-JU7G,
183,1,12658,,,2024-12-17,5000.00,USD,paid,one_time,,crm_import,bank_transfer,false,2025,CRM-05K-UJ0X,
184,1,12658,,,2023-12-28,75.00,USD,pledged,pledge,,crm_import,bank_transfer,false,2024,CRM-0UT-DJII,
185,1,12658,,,2023-10-15,1000.00,USD,paid,one_time,event,advancement_entry,other,false,2024,CRM-1WP-Q8ZI,
186,1,7240,1,,2025-10-15,75.00,USD,paid,one_time,,crm_import,stock,false,2026,CRM-0E2-FGXA,
187,1,16023,,,2020-01-27,50.00,USD,paid,matching_gift,,crm_import,other,false,2020,CRM-1OD-01TR,
188,1,87,,,2025-05-02,50.00,USD,paid,matching_gift,,crm_import,bank_transfer,false,2025,CRM-0IA-STE0,
189,1,1937,,,2012-06-21,100.00,USD,paid,one_time,,crm_import,other,false,2012,CRM-1N1-N3LR,
190,1,1937,,,2012-09-12,25.00,USD,paid,one_time,,crm_import,credit_card,false,2013,CRM-1QA-MF2O,
191,1,1937,,,2009-04-23,50.00,USD,paid,one_time,,crm_import,other,false,2009,CRM-1B1-FYBC,
192,1,1937,,,2010-10-14,25.00,USD,paid,one_time,,crm_import,bank_transfer,false,2011,CRM-1ED-KC61,
193,1,1937,,,2010-04-11,75.00,USD,paid,one_time,,crm_import,stock,false,2010,CRM-1QF-KGWU,
194,1,1937,,,2008-12-04,100.00,USD,failed,one_time,,crm_import,credit_card,false,2009,CRM-00M-2INL,
195,1,1937,,,2008-10-15,25.00,USD,paid,one_time,,crm_import,stock,false,2009,CRM-1PM-9E8T,
196,1,1937,,,2008-12-06,250.00,USD,paid,one_time,,crm_import,other,false,2009,CRM-0Y0-ND5T,
197,1,1937,,,2006-05-25,50.00,USD,paid,one_time,,crm_import,bank_transfer,false,2006,CRM-1TA-XWHT,
198,1,1937,,,2006-11-11,50.00,USD,paid,one_time,,crm_import,stock,false,2007,CRM-1FQ-4D5J,
199,1,1937,,,2006-12-30,25.00,USD,paid,one_time,,crm_import,credit_card,false,2007,CRM-016-M061,
200,1,1937,,,2007-10-11,50.00,USD,paid,one_time,,crm_import,bank_transfer,false,2008,CRM-0E9-QKUR,
201,1,1937,,,2006-06-19,25.00,USD,paid,one_time,,crm_import,check,false,2006,CRM-1NI-4M41,
202,1,1937,,,2004-05-10,100.00,USD,failed,one_time,,crm_import,other,true,2004,CRM-1U6-Y63Q,
203,1,13888,,,2024-01-25,250.00,USD,paid,one_time,,crm_import,other,false,2024,CRM-09W-9X4R,
204,1,13888,1,,2023-10-09,250.00,USD,paid,one_time,,crm_import,stock,false,2024,CRM-0KS-JN0N,
205,1,15066,,,2025-03-01,100.00,USD,paid,one_time,phone,advancement_entry,other,false,2025,CRM-0KY-DM2H,
206,1,15066,,,2025-06-10,25.00,USD,paid,one_time,event,advancement_entry,check,false,2025,CRM-0M4-ZQRT,
207,1,15066,,,2025-07-20,100.00,USD,paid,one_time,mail,advancement_entry,credit_card,false,2026,CRM-0YB-SDMX,
208,1,15066,,,2024-06-08,50.00,USD,paid,one_time,,crm_import,credit_card,false,2024,CRM-07W-96XL,
209,1,1155,,,2015-12-22,100.00,USD,paid,one_time,,crm_import,bank_transfer,false,2016,CRM-1XM-4BM2,
210,1,1155,,,2017-06-10,100.00,USD,paid,one_time,,crm_import,credit_card,false,2017,CRM-0FQ-W9TX,
211,1,1155,,,2016-12-30,75.00,USD,paid,one_time,,crm_import,credit_card,false,2017,CRM-1IO-X1G2,
212,1,1155,,,2014-12-20,100.00,USD,paid,one_time,,crm_import,other,false,2015,CRM-0AM-LXVP,
213,1,3628,1,,2024-12-22,50.00,USD,paid,one_time,online,givecampus,credit_card,false,2025,GC-2024-1U9I7Y9,
214,1,2762,1,,2022-06-11,100.00,USD,paid,one_time,,crm_import,bank_transfer,false,2022,,
215,1,12000,,,2024-07-16,100.00,USD,paid,one_time,,crm_import,check,false,2025,CRM-15H-YD5V,
216,1,805,,,2025-10-15,50.00,USD,paid,one_time,,crm_import,credit_card,false,2026,CRM-0P6-UMBH,
217,1,11437,1,,2026-06-27,50.00,USD,paid,one_time,online,givecampus,credit_card,false,2026,GC-2026-0DXHVJ5,
218,1,11437,1,,2026-04-11,50.00,USD,paid,one_time,,crm_import,credit_card,false,2026,CRM-1O9-D6QN,
219,1,11437,,,2025-10-15,75.00,USD,paid,one_time,phone,advancement_entry,bank_transfer,false,2026,,
220,1,11437,,,2023-11-06,250.00,USD,paid,one_time,,crm_import,other,false,2024,CRM-1B0-DQMT,
221,1,11437,,,2024-04-01,500.00,USD,paid,one_time,mail,advancement_entry,other,false,2024,CRM-0JZ-RKX4,
222,1,11437,,,2024-10-16,1000.00,USD,paid,one_time,mail,advancement_entry,credit_card,false,2025,CRM-1UP-VQF6,
223,1,11437,,,2021-04-16,15.00,USD,paid,one_time,,crm_import,check,true,2021,CRM-054-K208,
224,1,11437,,,2022-12-29,50.00,USD,paid,one_time,,crm_import,bank_transfer,false,2023,CRM-0Q7-N0ME,
225,1,7563,,,1998-11-28,100.00,USD,paid,one_time,,crm_import,bank_transfer,false,1999,CRM-0KR-9X9V,
226,1,7563,,,1998-10-15,25.00,USD,paid,one_time,,crm_import,bank_transfer,false,1999,CRM-026-8FTB,
227,1,16075,,,2024-04-02,50.00,USD,paid,one_time,,crm_import,bank_transfer,false,2024,CRM-0HL-0QUF,
228,1,16075,,,2026-04-13,1000.00,USD,paid,one_time,,crm_import,credit_card,false,2026,,
229,1,17267,,,2013-11-22,100.00,USD,paid,one_time,,crm_import,credit_card,false,2014,CRM-1BC-UBJV,
230,1,17267,,,2013-10-07,100.00,USD,paid,one_time,,crm_import,stock,false,2014,CRM-0PJ-X9Y7,
231,1,17267,,,2011-04-21,50.00,USD,paid,one_time,,crm_import,bank_transfer,false,2011,CRM-1DA-SWQ0,
232,1,17267,,,2012-12-03,50.00,USD,paid,one_time,,crm_import,credit_card,false,2013,CRM-0UI-BYP3,
233,1,11124,,,2021-01-24,250.00,USD,paid,one_time,,crm_import,other,false,2021,CRM-070-33E6,
