id,school_id,constituent_id,activity_type,activity_name,role,start_year,end_year,record_source
41,1,13570,Club,Debate Society,,1993,1995,crm_import
42,1,9627,Club,Debate Society,,2016,2018,crm_import
43,1,16366,Club,Debate Society,,,,online
44,1,14677,Club,Debate Society,,,,crm_import
45,1,3716,Club,Debate Society,Member Leader,,,crm_import
46,1,1878,Club,Debate Society,,1977,1979,advancement_entry
47,1,12159,Club,Debate Society,,,,crm_import
48,1,4092,Club,Debate Society,Member Leader,2004,2007,crm_import
49,1,18362,Club,Debate Society,,,,crm_import
50,1,10608,Club,Debate Society,,,,online
51,1,6825,Club,Debate Society,,2020,2023,crm_import
52,1,15772,Club,Debate Society,,,,crm_import
53,1,18183,Club,Debate Society,,,,crm_import
54,1,9164,Club,Debate Society,,,,crm_import
55,1,18660,Club,Debate Society,Treasurer,,,online
56,1,18097,Club,Debate Society,,1960,1963,crm_import
57,1,8813,Club,Debate Society,,,,crm_import
58,1,4393,Club,Debate Society,,,,crm_import
59,1,12298,Club,Debate Society,Member Leader,1981,1985,online
60,1,3793,Club,Debate Society,President,,,advancement_entry
61,1,19031,Club,Debate Society,Treasurer,,,online
62,1,7509,Club,Debate Society,,,,crm_import
63,1,7353,Club,Debate Society,,,,crm_import
64,1,5022,Club,Debate Society,,1991,1993,advancement_entry
65,1,6153,Club,Debate Society,,,,advancement_entry
66,1,3877,Club,Debate Society,Member Leader,,,crm_import
67,1,5572,Club,Debate Society,,,,crm_import
68,1,6603,Club,Debate Society,,,,crm_import
69,1,1999,Club,Debate Society,,1984,1986,crm_import
70,1,18862,Club,Debate Society,,,,crm_import
71,1,2499,Club,Debate Society,,,,crm_import
72,1,4267,Club,Debate Society,,2004,2007,online
73,1,18073,Club,Debate Society,,,,crm_import
74,1,19358,Club,Debate Society,,,,crm_import
75,1,7468,Club,Debate Society,,,,crm_import
76,1,10815,Club,Debate Society,,,,crm_import
77,1,7815,Club,Debate Society,,,,crm_import
78,1,17210,Club,Debate Society,President,,,crm_import
79,1,13099,Club,Debate Society,,2001,2004,online
80,1,12185,Club,Debate Society,,1980,1982,crm_import
81,1,4271,Club,Debate Society,,1979,1982,crm_import
82,1,9659,Club,Debate Society,,,,crm_import
83,1,15390,Club,Debate Society,Treasurer,2020,2023,online
84,1,15071,Club,Debate Society,,,,crm_import
85,1,6500,Club,Debate Society,,,,online
86,1,700,Club,Debate Society,,,,advancement_entry
87,1,15608,Club,Debate Society,,1981,1984,crm_import
88,1,10382,Club,Debate Society,,,,advancement_entry
89,1,5081,Club,Debate Society,,,,crm_import
90,1,6539,Club,Debate Society,,,,advancement_entry
91,1,18314,Club,Debate Society,,1989,1992,crm_import
92,1,8192,Club,Debate Society,,1990,1993,crm_import
93,1,10680,Club,Debate Society,,2005,2007,online
94,1,8514,Club,Debate Society,,,,crm_import
95,1,8659,Club,Debate Society,,2016,2018,online
96,1,18511,Club,Debate Society,,,,crm_import
97,1,4523,Club,Debate Society,,,,online
98,1,7692,Club,Debate Society,,2003,2006,crm_import
99,1,11235,Club,Debate Society,,,,crm_import
100,1,2737,Club,Debate Society,,,,crm_import
101,1,1833,Club,Debate Society,,,,crm_import
102,1,19306,Club,Debate Society,,,,advancement_entry
103,1,13866,Club,Debate Society,,,,crm_import
104,1,15083,Club,Debate Society,,,,crm_import
105,1,3807,Club,Debate Society,,,,online
106,1,17147,Club,Debate Society,,1983,1987,crm_import
107,1,9268,Club,Debate Society,Member Leader,,,crm_import
108,1,10404,Club,Debate Society,,,,crm_import
109,1,9972,Club,Debate Society,,,,crm_import
110,1,11246,Club,Debate Society,President,,,crm_import
111,1,1759,Club,Debate Society,,,,advancement_entry
112,1,17190,Club,Debate Society,,,,online
113,1,12696,Club,Debate Society,,1994,1996,crm_import
114,1,2537,Club,Debate Society,,,,crm_import
115,1,17101,Club,Debate Society,,,,crm_import
116,1,15012,Club,Debate Society,,1999,2002,crm_import
117,1,8080,Club,Debate Society,,,,crm_import
118,1,10384,Club,Debate Society,,,,crm_import
119,1,3547,Club,Debate Society,,,,crm_import
120,1,15365,Club,Debate Society,,,,online
121,1,12443,Club,Debate Society,,2015,2017,crm_import
122,1,15470,Club,Debate Society,,,,crm_import
123,1,12646,Club,Debate Society,,1965,1969,crm_import
124,1,18935,Club,Debate Society,,,,crm_import
125,1,5891,Club,Debate Society,,,,crm_import
126,1,1239,Club,Debate Society,,1990,1992,online
127,1,16663,Club,Debate Society,,1987,1990,crm_import
128,1,1730,Club,Debate Society,,,,crm_import
129,1,9428,Club,Debate Society,,2021,2024,online
130,1,146,Club,Debate Society,,,,advancement_entry
131,1,15491,Club,Debate Society,,2008,2010,online
132,1,1576,Club,Debate Society,,1968,1971,crm_import
133,1,7272,Club,Debate Society,,1976,1978,crm_import
134,1,2794,Club,Debate Society,,,,advancement_entry
135,1,2450,Club,Debate Society,,,,crm_import
136,1,12738,Club,Debate Society,,2017,2019,crm_import
137,1,11570,Club,Debate Society,,2015,2019,crm_import
138,1,16465,Club,Debate Society,,2026,,crm_import
139,1,18943,Club,Debate Society,,,,crm_import
140,1,13937,Club,Debate Society,,,,crm_import
141,1,173,Club,Debate Society,,,,crm_import
142,1,13161,Club,Debate Society,,,,crm_import
143,1,18399,Club,Debate Society,,,,crm_import
144,1,4795,Club,Debate Society,,1994,1996,crm_import
145,1,8413,Club,Debate Society,,1994,1997,crm_import
146,1,12521,Club,Debate Society,,,,online
147,1,17380,Club,Debate Society,,,,online
148,1,6963,Club,Debate Society,,,,crm_import
149,1,18031,Club,Debate Society,,1980,1984,crm_import
150,1,854,Club,Debate Society,,,,online
151,1,10901,Club,Debate Society,,,,crm_import
152,1,8491,Club,Debate Society,,1996,1999,crm_import
153,1,8005,Club,Debate Society,,,,online
154,1,10706,Club,Debate Society,,,,advancement_entry
155,1,11803,Club,Debate Society,,,,crm_import
156,1,16495,Club,Debate Society,,,,crm_import
157,1,5211,Club,Debate Society,,2003,2007,crm_import
158,1,15343,Club,Debate Society,,1998,2000,online
159,1,114,Club,Debate Society,,,,crm_import
160,1,16917,Club,Debate Society,,,,crm_import
161,1,15214,Club,Debate Society,,,,online
162,1,9857,Club,Debate Society,,,,crm_import
163,1,13013,Club,Debate Society,President,1996,2000,online
164,1,15152,Club,Debate Society,Member Leader,,,crm_import
165,1,9461,Club,Debate Society,,,,crm_import
166,1,6845,Club,Debate Society,,,,crm_import
167,1,1215,Club,Debate Society,,2015,2018,crm_import
168,1,6138,Club,Debate Society,,,,advancement_entry
169,1,9567,Club,Debate Society,,2000,2002,crm_import
170,1,11543,Club,Debate Society,,,,online
171,1,15143,Club,Debate Society,,2023,,crm_import
172,1,18527,Club,Debate Society,,2015,2019,crm_import
173,1,17875,Club,Debate Society,,,,advancement_entry
174,1,12515,Club,Debate Society,,,,crm_import
175,1,6725,Club,Debate Society,,,,online
176,1,2040,Club,Debate Society,,1995,1997,crm_import
177,1,4733,Club,Debate Society,,,,crm_import
178,1,11891,Club,Debate Society,,,,crm_import
179,1,7538,Club,Debate Society,,,,crm_import
180,1,1633,Club,Debate Society,,2028,,online
181,1,12818,Club,Debate Society,,,,crm_import
182,1,13064,Club,Debate Society,,,,online
183,1,13784,Club,Debate Society,,1970,1973,crm_import
184,1,8211,Club,Debate Society,,2017,2019,crm_import
185,1,7205,Club,Debate Society,,2015,2018,crm_import
186,1,15458,Club,Debate Society,,,,crm_import
187,1,15708,Club,Debate Society,,2013,2016,crm_import
188,1,16212,Club,Debate Society,,,,advancement_entry
189,1,8543,Club,Debate Society,,,,crm_import
190,1,11688,Club,Debate Society,,,,crm_import
191,1,16381,Club,Debate Society,,,,crm_import
192,1,4721,Club,Debate Society,,,,crm_import
193,1,19804,Club,Debate Society,,,,online
194,1,18181,Club,Debate Society,,1998,2001,crm_import
195,1,11896,Club,Debate Society,,2028,,crm_import
196,1,18126,Club,Debate Society,,1975,1978,crm_import
197,1,4863,Club,Debate Society,,1995,1999,crm_import
198,1,12466,Club,Debate Society,,1969,1973,online
199,1,8228,Club,Debate Society,,,,crm_import
200,1,11675,Club,Debate Society,,,,crm_import
201,1,1748,Club,Debate Society,,,,crm_import
202,1,5157,Club,Debate Society,,,,crm_import
203,1,12967,Club,Debate Society,,,,advancement_entry
204,1,11332,Club,Debate Society,,,,crm_import
205,1,14205,Club,Debate Society,President,,,crm_import
206,1,6168,Club,Debate Society,,,,crm_import
207,1,901,Club,Debate Society,,1998,2002,crm_import
208,1,6832,Club,Debate Society,,,,crm_import
209,1,6043,Club,Debate Society,,,,advancement_entry
210,1,14824,Club,Debate Society,,,,crm_import
211,1,13455,Club,Debate Society,,1989,1992,crm_import
212,1,4653,Club,Debate Society,Treasurer,2012,2016,crm_import
213,1,8276,Club,Debate Society,,,,crm_import
214,1,6157,Club,Debate Society,,,,online
215,1,18614,Club,Debate Society,,,,crm_import
216,1,574,Club,Debate Society,,,,online
217,1,13352,Club,Debate Society,Treasurer,1965,1968,crm_import
218,1,10288,Club,Debate Society,,,,advancement_entry
219,1,14191,Club,Debate Society,,1996,1999,crm_import
220,1,238,Club,Debate Society,,2000,2003,online
221,1,8613,Club,Debate Society,,2008,2011,crm_import
222,1,13973,Club,Debate Society,Member Leader,2004,2007,crm_import
223,1,14577,Club,Debate Society,President,,,online
224,1,2915,Club,Debate Society,,,,crm_import
225,1,7487,Club,Debate Society,,,,online
226,1,4114,Club,Debate Society,,,,crm_import
227,1,3325,Club,Debate Society,Member Leader,2018,2021,online
228,1,13574,Club,Debate Society,Member Leader,,,crm_import
229,1,17515,Club,Debate Society,,1992,1994,crm_import
230,1,1311,Club,Debate Society,,,,crm_import
231,1,16044,Club,Debate Society,,1978,1980,crm_import
232,1,18600,Club,Debate Society,,1988,1992,crm_import
233,1,5391,Club,Debate Society,,2013,2017,online
234,1,18857,Club,Debate Society,,,,online
235,1,10018,Club,Debate Society,,,,online
236,1,11527,Club,Debate Society,,1993,1995,crm_import
237,1,8836,Club,Debate Society,,,,online
238,1,2628,Club,Debate Society,,,,advancement_entry
239,1,14176,Club,Debate Society,,2022,2026,online
240,1,14303,Club,Debate Society,Member Leader,,,crm_import
241,1,4918,Club,Debate Society,Member Leader,1991,1993,crm_import
242,1,5255,Club,Debate Society,President,,,advancement_entry
243,1,5976,Club,Debate Society,,,,crm_import
244,1,19901,Club,Debate Society,,1976,1980,crm_import
245,1,2523,Club,Debate Society,,2023,2026,crm_import
246,1,17603,Club,Debate Society,,,,online
247,1,17155,Club,Debate Society,,,,crm_import
248,1,8894,Club,Debate Society,,,,crm_import
249,1,16505,Club,Debate Society,President,,,crm_import
250,1,2966,Club,Debate Society,Member Leader,,,crm_import
251,1,14037,Club,Debate Society,,2027,,crm_import
252,1,12233,Club,Debate Society,,,,crm_import
253,1,7620,Club,Debate Society,,1999,2002,crm_import
254,1,5981,Club,Debate Society,,,,crm_import
255,1,7133,Club,Debate Society,,2013,2015,crm_import
256,1,3185,Club,Debate Society,Member Leader,2017,2020,crm_import
257,1,4078,Club,Debate Society,,1989,1992,crm_import
258,1,9254,Club,Debate Society,,,,crm_import
259,1,15245,Club,Debate Society,,1993,1995,crm_import
260,1,18422,Club,Debate Society,,,,crm_import
261,1,16425,Club,Debate Society,Treasurer,,,crm_import
262,1,811,Club,Debate Society,,,,crm_import
263,1,11418,Club,Debate Society,,,,crm_import
264,1,211,Club,Debate Society,Member Leader,,,crm_import
265,1,13317,Club,Debate Society,,,,crm_import
266,1,10576,Club,Debate Society,,1997,1999,online
267,1,19105,Club,Debate Society,,2015,2018,online
268,1,16452,Club,Debate Society,,2006,2009,crm_import
269,1,1939,Club,Debate Society,,2011,2014,crm_import
270,1,6008,Club,Debate Society,,,,advancement_entry
271,1,19538,Club,Debate Society,,2008,2012,crm_import
272,1,16821,Club,Debate Society,,2003,2007,crm_import
273,1,4655,Club,Debate Society,,,,crm_import
274,1,6328,Club,Debate Society,,,,crm_import
275,1,10012,Club,Debate Society,,,,crm_import
276,1,5957,Club,Debate Society,,1992,1994,crm_import
277,1,17277,Club,Debate Society,,,,online
278,1,9661,Club,Debate Society,,1968,1970,online
279,1,15459,Club,Debate Society,Member Leader,1995,1997,crm_import
280,1,2997,Club,Debate Society,President,,,advancement_entry
281,1,11302,Club,Debate Society,,,,crm_import
282,1,3999,Club,Debate Society,Treasurer,2011,2015,crm_import
283,1,11953,Club,Debate Society,,,,crm_import
284,1,9786,Club,Debate Society,,,,advancement_entry
285,1,8916,Club,Debate Society,,2012,2014,online
286,1,17997,Club,Debate Society,,1995,1998,crm_import
287,1,13549,Club,Debate Society,,,,crm_import
288,1,7524,Club,Debate Society,,2006,2009,crm_import
289,1,4321,Club,Debate Society,,,,crm_import
290,1,15153,Club,Debate Society,,1976,1978,crm_import
291,1,4563,Club,Debate Society,,,,crm_import
292,1,14243,Club,Debate Society,,,,crm_import
293,1,17797,Club,Debate Society,,,,crm_import
294,1,18643,Club,Debate Society,,,,crm_import
295,1,456,Club,Debate Society,,2025,,crm_import
296,1,14060,Club,Debate Society,,,,online
297,1,1008,Club,Debate Society,,,,crm_import
298,1,2464,Club,Debate Society,,,,crm_import
299,1,5480,Club,Debate Society,,2026,,online
300,1,2072,Club,Debate Society,,,,crm_import
301,1,7775,Club,Debate Society,,,,crm_import
302,1,1958,Club,Debate Society,,,,crm_import
303,1,3907,Club,Debate Society,,,,online
304,1,15870,Club,Debate Society,Member Leader,,,online
305,1,4418,Club,Debate Society,,,,online
306,1,5125,Club,Debate Society,,1958,1960,crm_import
307,1,18570,Club,Debate Society,,2015,2017,crm_import
308,1,19933,Club,Debate Society,,,,crm_import
309,1,6281,Club,Debate Society,,,,crm_import
310,1,2449,Club,Debate Society,,1984,1987,crm_import
311,1,7352,Club,Debate Society,,,,crm_import
312,1,8674,Club,Debate Society,,1969,1972,crm_import
313,1,7151,Club,Debate Society,,,,crm_import
314,1,4033,Club,Debate Society,,,,crm_import
315,1,1159,Club,Debate Society,,,,crm_import
316,1,9263,Club,Debate Society,,1993,1997,crm_import
317,1,17703,Club,Debate Society,,,,crm_import
318,1,13256,Club,Debate Society,,2022,2026,crm_import
319,1,8393,Club,Debate Society,,,,advancement_entry
320,1,1445,Club,Debate Society,,,,crm_import
321,1,6292,Club,Debate Society,,1999,2002,crm_import
322,1,15812,Club,Debate Society,,,,crm_import
323,1,1447,Club,Debate Society,,1990,1994,crm_import
324,1,19017,Club,Debate Society,,,,crm_import
325,1,4119,Club,Debate Society,,,,online
326,1,10297,Club,Debate Society,,1990,1992,crm_import
327,1,2872,Club,Debate Society,,2025,,online
328,1,11171,Club,Debate Society,,,,online
329,1,480,Club,Debate Society,,2025,,crm_import
330,1,6945,Club,Debate Society,Member Leader,,,advancement_entry
331,1,13935,Club,Debate Society,,,,crm_import
332,1,400,Club,Debate Society,,,,advancement_entry
333,1,7390,Club,Debate Society,Treasurer,1997,2001,crm_import
334,1,13042,Club,Debate Society,,,,crm_import
335,1,7440,Club,Debate Society,,,,online
336,1,18860,Club,Debate Society,,2025,,crm_import
337,1,17207,Club,Debate Society,,2008,2010,online
338,1,6920,Club,Debate Society,,1989,1993,online
339,1,6256,Club,Debate Society,,1979,1981,crm_import
340,1,5197,Club,Debate Society,,2013,2017,crm_import
341,1,13910,Club,Debate Society,,,,advancement_entry
342,1,3375,Club,Debate Society,,,,crm_import
343,1,4531,Club,Debate Society,,2008,2011,online
344,1,845,Club,Debate Society,,2004,2006,crm_import
345,1,13441,Club,Debate Society,,,,online
346,1,14049,Club,Debate Society,,1979,1982,online
347,1,880,Club,Debate Society,,,,crm_import
348,1,3625,Club,Debate Society,Treasurer,,,crm_import
349,1,16808,Club,Debate Society,,,,crm_import
350,1,5614,Club,Debate Society,,,,crm_import
351,1,17818,Club,Debate Society,,2027,,crm_import
352,1,12051,Club,Debate Society,,2001,2004,crm_import
353,1,9261,Club,Debate Society,,,,crm_import
354,1,6670,Club,Debate Society,,,,crm_import
355,1,18498,Club,Debate Society,,1958,1962,online
356,1,8090,Club,Debate Society,,1998,2002,crm_import
357,1,2710,Club,Debate Society,,2023,2026,crm_import
358,1,429,Club,Debate Society,Member Leader,,,crm_import
359,1,7835,Club,Debate Society,,,,crm_import
360,1,19687,Club,Debate Society,,,,crm_import
361,1,1069,Club,Debate Society,,,,crm_import
362,1,10266,Club,Debate Society,,2027,,online
363,1,7311,Club,Debate Society,,,,crm_import
364,1,2878,Club,Debate Society,President,,,crm_import
365,1,16760,Club,Debate Society,President,2027,,online
366,1,158,Club,Debate Society,,,,crm_import
367,1,1931,Club,Debate Society,,,,crm_import
368,1,9753,Club,Debate Society,,,,online
369,1,10650,Club,Debate Society,,,,crm_import
370,1,18424,Club,Debate Society,,2012,2016,crm_import
371,1,2775,Club,Debate Society,,,,online
372,1,6048,Club,Debate Society,,,,online
373,1,11598,Club,Debate Society,,,,online
374,1,18018,Club,Debate Society,,1992,1995,crm_import
375,1,5406,Club,Debate Society,,,,crm_import
376,1,5886,Club,Debate Society,,,,crm_import
377,1,12571,Club,Debate Society,,2026,,crm_import
378,1,10074,Club,Debate Society,,2008,2012,online
379,1,11487,Club,Debate Society,,,,crm_import
380,1,10254,Club,Debate Society,Member Leader,1963,1966,crm_import
381,1,6813,Club,Debate Society,,2026,,crm_import
382,1,14644,Club,Debate Society,,2003,2007,online
383,1,277,Club,Debate Society,,,,online
384,1,7374,Club,Debate Society,,,,crm_import
385,1,15317,Club,Debate Society,,,,crm_import
386,1,11905,Club,Debate Society,,,,crm_import
387,1,13326,Club,Debate Society,,2012,2015,crm_import
388,1,786,Club,Debate Society,,,,crm_import
389,1,4763,Club,Debate Society,,,,crm_import
390,1,6448,Club,Debate Society,,,,crm_import
391,1,2251,Club,Debate Society,,,,crm_import
392,1,5241,Club,Debate Society,,,,crm_import
393,1,17659,Club,Debate Society,,2008,2011,crm_import
394,1,17159,Club,Debate Society,Member Leader,1998,2001,crm_import
395,1,10653,Club,Debate Society,,,,crm_import
396,1,2139,Club,Debate Society,,2019,2022,crm_import
397,1,15460,Club,Debate Society,Treasurer,1989,1992,crm_import
398,1,10679,Club,Debate Society,,2015,2019,crm_import
399,1,7643,Club,Debate Society,,,,crm_import
400,1,3382,Club,Debate Society,,,,crm_import
401,1,3141,Club,Debate Society,Member Leader,2009,2011,online
402,1,3405,Club,Debate Society,,,,crm_import
403,1,2717,Club,Debate Society,,2014,2018,crm_import
404,1,13145,Club,Debate Society,,2024,2026,crm_import
405,1,1913,Club,Debate Society,,,,crm_import
406,1,16442,Club,Debate Society,,,,crm_import
407,1,16682,Club,Debate Society,,,,advancement_entry
408,1,2374,Club,Debate Society,,,,crm_import
409,1,1701,Club,Debate Society,,1999,2001,online
410,1,2990,Club,Debate Society,,2028,,crm_import
411,1,6076,Club,Debate Society,,2007,2011,online
412,1,18180,Club,Debate Society,,,,crm_import
413,1,15629,Club,Debate Society,,,,crm_import
414,1,17253,Club,Debate Society,,1974,1977,crm_import
415,1,4125,Club,Debate Society,,,,crm_import
416,1,19410,Club,Debate Society,,,,online
417,1,16621,Club,Debate Society,Treasurer,,,crm_import
418,1,14492,Club,Debate Society,President,1977,1980,online
419,1,14514,Club,Debate Society,,,,crm_import
420,1,9952,Club,Debate Society,,,,crm_import
421,1,14201,Club,Engineering Club,,1994,1998,online
422,1,8738,Club,Engineering Club,,,,crm_import
423,1,2548,Club,Engineering Club,,2015,2019,crm_import
424,1,13337,Club,Engineering Club,Member Leader,,,crm_import
425,1,10888,Club,Engineering Club,,,,crm_import
426,1,9627,Club,Engineering Club,,2016,2018,crm_import
427,1,3254,Club,Engineering Club,,,,advancement_entry
428,1,11130,Club,Engineering Club,,2003,2005,crm_import
429,1,13458,Club,Engineering Club,,2025,,crm_import
430,1,944,Club,Engineering Club,,1989,1992,crm_import
431,1,17599,Club,Engineering Club,,1992,1995,crm_import
432,1,4937,Club,Engineering Club,,2021,2024,crm_import
433,1,12242,Club,Engineering Club,,,,crm_import
434,1,7892,Club,Engineering Club,,2014,2017,crm_import
435,1,13349,Club,Engineering Club,,,,crm_import
436,1,3523,Club,Engineering Club,,2013,2015,online
437,1,17069,Club,Engineering Club,,,,crm_import
438,1,10501,Club,Engineering Club,,2007,2010,advancement_entry
439,1,14505,Club,Engineering Club,,,,crm_import
440,1,19732,Club,Engineering Club,,1991,1995,advancement_entry
441,1,12775,Club,Engineering Club,,,,crm_import
442,1,6977,Club,Engineering Club,,,,crm_import
443,1,2238,Club,Engineering Club,,,,crm_import
444,1,15931,Club,Engineering Club,,2023,,crm_import
445,1,14138,Club,Engineering Club,,,,crm_import
446,1,6298,Club,Engineering Club,,,,crm_import
447,1,14917,Club,Engineering Club,,1997,2001,crm_import
448,1,7420,Club,Engineering Club,,2015,2017,crm_import
449,1,15423,Club,Engineering Club,,2027,,crm_import
450,1,16049,Club,Engineering Club,,,,crm_import
451,1,1079,Club,Engineering Club,,1987,1990,crm_import
452,1,3060,Club,Engineering Club,,1982,1984,crm_import
453,1,18480,Club,Engineering Club,,,,crm_import
454,1,17178,Club,Engineering Club,,,,crm_import
455,1,12684,Club,Engineering Club,,,,crm_import
456,1,11122,Club,Engineering Club,,,,crm_import
457,1,19897,Club,Engineering Club,,2000,2002,crm_import
458,1,1562,Club,Engineering Club,,2018,2022,crm_import
459,1,10915,Club,Engineering Club,,2010,2013,crm_import
460,1,15502,Club,Engineering Club,,,,crm_import
461,1,5998,Club,Engineering Club,,1980,1983,crm_import
462,1,12980,Club,Engineering Club,,,,online
463,1,4934,Club,Engineering Club,,,,crm_import
464,1,8120,Club,Engineering Club,,2000,2002,crm_import
465,1,18046,Club,Engineering Club,,,,crm_import
466,1,11368,Club,Engineering Club,,,,crm_import
467,1,9854,Club,Engineering Club,,,,online
468,1,16114,Club,Engineering Club,,2027,,crm_import
469,1,8241,Club,Engineering Club,,,,crm_import
470,1,10094,Club,Engineering Club,,2018,2020,online
471,1,2412,Club,Engineering Club,,,,crm_import
472,1,15449,Club,Engineering Club,Member Leader,,,online
473,1,9553,Club,Engineering Club,,,,crm_import
474,1,7428,Club,Engineering Club,,,,crm_import
475,1,6726,Club,Engineering Club,Member Leader,2001,2005,crm_import
476,1,116,Club,Engineering Club,,1992,1994,crm_import
477,1,12553,Club,Engineering Club,,2001,2003,crm_import
478,1,175,Club,Engineering Club,,,,crm_import
479,1,6838,Club,Engineering Club,,,,crm_import
480,1,15377,Club,Engineering Club,,,,crm_import
481,1,1185,Club,Engineering Club,,1999,2002,crm_import
482,1,14001,Club,Engineering Club,,1970,1973,crm_import
483,1,5730,Club,Engineering Club,,2025,,crm_import
484,1,2167,Club,Engineering Club,,1997,2001,crm_import
485,1,2139,Club,Engineering Club,,,,crm_import
486,1,17313,Club,Engineering Club,,,,crm_import
487,1,4372,Club,Engineering Club,,,,crm_import
488,1,17002,Club,Engineering Club,,2026,,online
489,1,5454,Club,Engineering Club,,,,advancement_entry
490,1,9650,Club,Engineering Club,,1988,1991,crm_import
491,1,5775,Club,Engineering Club,,,,crm_import
492,1,448,Club,Engineering Club,,2013,2017,crm_import
493,1,1592,Club,Engineering Club,,,,crm_import
494,1,16601,Club,Engineering Club,,2012,2014,crm_import
495,1,1824,Club,Engineering Club,,,,crm_import
496,1,11671,Club,Engineering Club,,,,crm_import
497,1,13587,Club,Engineering Club,,2022,2026,online
498,1,19781,Club,Engineering Club,,1989,1993,crm_import
499,1,17341,Club,Engineering Club,,,,crm_import
500,1,19681,Club,Engineering Club,,2005,2009,crm_import
501,1,1230,Club,Engineering Club,,,,crm_import
502,1,2498,Club,Engineering Club,,2004,2007,online
503,1,10333,Club,Engineering Club,,,,crm_import
504,1,18186,Club,Engineering Club,,1991,1994,crm_import
505,1,19382,Club,Engineering Club,,1994,1997,crm_import
506,1,4872,Club,Engineering Club,,,,crm_import
507,1,9527,Club,Engineering Club,,,,crm_import
508,1,8566,Club,Engineering Club,,2011,2015,crm_import
509,1,5198,Club,Engineering Club,,,,crm_import
510,1,13407,Club,Engineering Club,,,,online
511,1,15276,Club,Engineering Club,,,,crm_import
512,1,3819,Club,Engineering Club,Member Leader,2006,2009,crm_import
513,1,12637,Club,Engineering Club,Treasurer,,,crm_import
514,1,2743,Club,Engineering Club,,,,crm_import
515,1,2333,Club,Engineering Club,President,,,online
516,1,377,Club,Engineering Club,,1996,1999,crm_import
517,1,12537,Club,Engineering Club,,2026,,crm_import
518,1,353,Club,Engineering Club,,,,crm_import
519,1,10270,Club,Engineering Club,,2004,2006,crm_import
520,1,9157,Club,Engineering Club,,2014,2016,crm_import
521,1,14317,Club,Engineering Club,,,,crm_import
522,1,17587,Club,Engineering Club,,1992,1995,crm_import
523,1,15875,Club,Engineering Club,,2026,,crm_import
524,1,2696,Club,Engineering Club,,2013,2017,crm_import
525,1,15647,Club,Engineering Club,Member Leader,,,crm_import
526,1,6694,Club,Engineering Club,Treasurer,2013,2015,crm_import
527,1,17460,Club,Engineering Club,,,,online
528,1,5031,Club,Engineering Club,,,,crm_import
529,1,9718,Club,Engineering Club,,,,crm_import
530,1,8207,Club,Engineering Club,,,,crm_import
531,1,19438,Club,Engineering Club,Member Leader,,,advancement_entry
532,1,3052,Club,Engineering Club,,,,online
533,1,1512,Club,Engineering Club,,1966,1970,advancement_entry
534,1,18883,Club,Engineering Club,,1973,1977,online
535,1,3375,Club,Engineering Club,Member Leader,1987,1991,crm_import
536,1,14852,Club,Engineering Club,,,,online
537,1,11034,Club,Engineering Club,,,,crm_import
538,1,17575,Club,Engineering Club,,,,crm_import
539,1,9639,Club,Engineering Club,President,,,crm_import
540,1,1681,Club,Engineering Club,,,,online
