id,school_id,event_id,constituent_id,attended_at,record_source
95,1,1,10548,2025-09-26T18:00:00Z,event_import
96,1,1,10021,2025-09-26T18:00:00Z,advancement_entry
97,1,1,2222,2025-09-26T18:00:00Z,event_import
98,1,1,3522,2025-09-26T18:00:00Z,advancement_entry
99,1,1,17373,2025-09-26T18:00:00Z,event_import
100,1,1,3093,2025-09-26T18:00:00Z,event_import
101,1,1,10933,2025-09-26T18:00:00Z,event_import
102,1,1,10078,2025-09-26T18:00:00Z,event_import
103,1,1,19535,2025-09-26T18:00:00Z,advancement_entry
104,1,1,14038,2025-09-26T18:00:00Z,event_import
105,1,1,12478,2025-09-26T18:00:00Z,event_import
106,1,1,7394,2025-09-26T18:00:00Z,advancement_entry
107,1,1,10196,2025-09-26T18:00:00Z,event_import
108,1,1,14009,2025-09-26T18:00:00Z,advancement_entry
109,1,1,3304,2025-09-26T18:00:00Z,event_import
110,1,1,17937,2025-09-26T18:00:00Z,event_import
111,1,1,13486,2025-09-26T18:00:00Z,event_import
112,1,1,10955,2025-09-26T18:00:00Z,event_import
113,1,1,15028,2025-09-26T18:00:00Z,event_import
114,1,1,13325,2025-09-26T18:00:00Z,advancement_entry
115,1,1,8384,2025-09-26T18:00:00Z,event_import
116,1,1,4335,2025-09-26T18:00:00Z,event_import
117,1,1,4971,2025-09-26T18:00:00Z,event_import
118,1,1,9135,2025-09-26T18:00:00Z,event_import
119,1,1,3916,2025-09-26T18:00:00Z,event_import
120,1,1,19800,2025-09-26T18:00:00Z,event_import
121,1,1,14595,2025-09-26T18:00:00Z,event_import
122,1,1,16834,2025-09-26T18:00:00Z,advancement_entry
123,1,1,17325,2025-09-26T18:00:00Z,event_import
124,1,1,14514,2025-09-26T18:00:00Z,event_import
125,1,1,17276,2025-09-26T18:00:00Z,event_import
126,1,1,17022,2025-09-26T18:00:00Z,event_import
127,1,1,17288,2025-09-26T18:00:00Z,event_import
128,1,1,16005,2025-09-26T18:00:00Z,event_import
129,1,1,5235,2025-09-26T18:00:00Z,event_import
130,1,1,4847,2025-09-26T18:00:00Z,event_import
131,1,1,2341,2025-09-26T18:00:00Z,advancement_entry
132,1,1,4998,2025-09-26T18:00:00Z,event_import
133,1,1,14671,2025-09-26T18:00:00Z,event_import
134,1,1,14497,2025-09-26T18:00:00Z,event_import
135,1,1,1697,2025-09-26T18:00:00Z,event_import
136,1,1,4983,2025-09-26T18:00:00Z,event_import
137,1,1,14299,2025-09-26T18:00:00Z,event_import
138,1,1,18352,2025-09-26T18:00:00Z,event_import
139,1,1,19401,2025-09-26T18:00:00Z,event_import
140,1,1,1237,2025-09-26T18:00:00Z,event_import
141,1,1,6036,2025-09-26T18:00:00Z,event_import
142,1,1,3655,2025-09-26T18:00:00Z,advancement_entry
143,1,1,10918,2025-09-26T18:00:00Z,event_import
144,1,1,4829,2025-09-26T18:00:00Z,event_import
145,1,1,11026,2025-09-26T18:00:00Z,event_import
146,1,1,13946,2025-09-26T18:00:00Z,event_import
147,1,1,19315,2025-09-26T18:00:00Z,event_import
148,1,1,2482,2025-09-26T18:00:00Z,event_import
149,1,1,19795,2025-09-26T18:00:00Z,event_import
150,1,1,16356,2025-09-26T18:00:00Z,event_import
151,1,1,5831,2025-09-26T18:00:00Z,advancement_entry
152,1,1,17289,2025-09-26T18:00:00Z,advancement_entry
153,1,1,10986,2025-09-26T18:00:00Z,event_import
154,1,1,13531,2025-09-26T18:00:00Z,event_import
155,1,1,6232,2025-09-26T18:00:00Z,event_import
156,1,1,12970,2025-09-26T18:00:00Z,advancement_entry
157,1,1,7590,2025-09-26T18:00:00Z,advancement_entry
158,1,1,11609,2025-09-26T18:00:00Z,advancement_entry
159,1,1,2962,2025-09-26T18:00:00Z,advancement_entry
160,1,1,7291,2025-09-26T18:00:00Z,event_import
161,1,1,11427,2025-09-26T18:00:00Z,event_import
162,1,1,1751,2025-09-26T18:00:00Z,event_import
163,1,1,9294,2025-09-26T18:00:00Z,event_import
164,1,1,14884,2025-09-26T18:00:00Z,event_import
165,1,1,16829,2025-09-26T18:00:00Z,event_import
166,1,1,4736,2025-09-26T18:00:00Z,event_import
167,1,1,7238,2025-09-26T18:00:00Z,event_import
168,1,1,18013,2025-09-26T18:00:00Z,advancement_entry
169,1,1,9188,2025-09-26T18:00:00Z,event_import
170,1,1,2261,2025-09-26T18:00:00Z,event_import
171,1,1,3684,2025-09-26T18:00:00Z,advancement_entry
172,1,1,10386,2025-09-26T18:00:00Z,event_import
173,1,1,4291,2025-09-26T18:00:00Z,event_import
174,1,1,15261,2025-09-26T18:00:00Z,advancement_entry
175,1,1,1246,2025-09-26T18:00:00Z,event_import
176,1,1,14384,2025-09-26T18:00:00Z,event_import
177,1,1,5520,2025-09-26T18:00:00Z,event_import
178,1,1,19005,2025-09-26T18:00:00Z,advancement_entry
179,1,1,11312,2025-09-26T18:00:00Z,advancement_entry
180,1,1,15470,2025-09-26T18:00:00Z,advancement_entry
181,1,1,1700,2025-09-26T18:00:00Z,event_import
182,1,1,18869,2025-09-26T18:00:00Z,event_import
183,1,1,16989,2025-09-26T18:00:00Z,event_import
184,1,1,4076,2025-09-26T18:00:00Z,event_import
185,1,1,13349,2025-09-26T18:00:00Z,event_import
186,1,1,6191,2025-09-26T18:00:00Z,event_import
187,1,1,7466,2025-09-26T18:00:00Z,event_import
188,1,1,15894,2025-09-26T18:00:00Z,advancement_entry
189,1,1,2325,2025-09-26T18:00:00Z,event_import
190,1,1,10265,2025-09-26T18:00:00Z,advancement_entry
191,1,1,6361,2025-09-26T18:00:00Z,event_import
192,1,1,17324,2025-09-26T18:00:00Z,event_import
193,1,1,1023,2025-09-26T18:00:00Z,event_import
194,1,1,8578,2025-09-26T18:00:00Z,event_import
195,1,1,18965,2025-09-26T18:00:00Z,event_import
196,1,1,9329,2025-09-26T18:00:00Z,event_import
197,1,1,6985,2025-09-26T18:00:00Z,event_import
198,1,1,1816,2025-09-26T18:00:00Z,event_import
199,1,1,2045,2025-09-26T18:00:00Z,event_import
200,1,1,13889,2025-09-26T18:00:00Z,event_import
201,1,1,7364,2025-09-26T18:00:00Z,event_import
202,1,1,12153,2025-09-26T18:00:00Z,advancement_entry
203,1,1,19622,2025-09-26T18:00:00Z,event_import
204,1,1,8257,2025-09-26T18:00:00Z,event_import
205,1,1,3595,2025-09-26T18:00:00Z,event_import
206,1,1,8945,2025-09-26T18:00:00Z,event_import
207,1,1,9603,2025-09-26T18:00:00Z,event_import
208,1,1,3689,2025-09-26T18:00:00Z,event_import
209,1,1,1739,2025-09-26T18:00:00Z,event_import
210,1,1,3056,2025-09-26T18:00:00Z,event_import
211,1,1,18141,2025-09-26T18:00:00Z,event_import
212,1,1,9950,2025-09-26T18:00:00Z,event_import
213,1,1,8848,2025-09-26T18:00:00Z,event_import
214,1,1,15485,2025-09-26T18:00:00Z,event_import
215,1,1,16868,2025-09-26T18:00:00Z,event_import
216,1,1,17239,2025-09-26T18:00:00Z,event_import
217,1,1,6276,2025-09-26T18:00:00Z,event_import
218,1,1,13248,2025-09-26T18:00:00Z,event_import
219,1,1,9523,2025-09-26T18:00:00Z,event_import
220,1,1,8328,2025-09-26T18:00:00Z,advancement_entry
221,1,1,538,2025-09-26T18:00:00Z,event_import
222,1,1,7702,2025-09-26T18:00:00Z,event_import
223,1,1,8731,2025-09-26T18:00:00Z,event_import
224,1,1,12400,2025-09-26T18:00:00Z,event_import
225,1,1,3318,2025-09-26T18:00:00Z,event_import
226,1,1,3523,2025-09-26T18:00:00Z,advancement_entry
227,1,1,6479,2025-09-26T18:00:00Z,advancement_entry
228,1,1,9389,2025-09-26T18:00:00Z,event_import
229,1,1,6278,2025-09-26T18:00:00Z,advancement_entry
230,1,1,17177,2025-09-26T18:00:00Z,event_import
231,1,1,3589,2025-09-26T18:00:00Z,event_import
232,1,1,12876,2025-09-26T18:00:00Z,event_import
233,1,1,16542,2025-09-26T18:00:00Z,event_import
234,1,1,721,2025-09-26T18:00:00Z,event_import
235,1,1,18681,2025-09-26T18:00:00Z,event_import
236,1,1,1410,2025-09-26T18:00:00Z,advancement_entry
237,1,1,18788,2025-09-26T18:00:00Z,event_import
238,1,1,18076,2025-09-26T18:00:00Z,advancement_entry
239,1,1,17097,2025-09-26T18:00:00Z,advancement_entry
240,1,1,11243,2025-09-26T18:00:00Z,event_import
241,1,1,7759,2025-09-26T18:00:00Z,event_import
242,1,1,3923,2025-09-26T18:00:00Z,advancement_entry
243,1,1,19873,2025-09-26T18:00:00Z,event_import
244,1,1,16384,2025-09-26T18:00:00Z,advancement_entry
245,1,1,7450,2025-09-26T18:00:00Z,event_import
246,1,1,12660,2025-09-26T18:00:00Z,event_import
247,1,1,3998,2025-09-26T18:00:00Z,event_import
248,1,1,12927,2025-09-26T18:00:00Z,event_import
249,1,1,14040,2025-09-26T18:00:00Z,event_import
250,1,1,10827,2025-09-26T18:00:00Z,event_import
251,1,1,16244,2025-09-26T18:00:00Z,advancement_entry
252,1,1,5436,2025-09-26T18:00:00Z,event_import
253,1,1,13502,2025-09-26T18:00:00Z,event_import
254,1,1,17314,2025-09-26T18:00:00Z,advancement_entry
255,1,1,11543,2025-09-26T18:00:00Z,advancement_entry
256,1,1,8779,2025-09-26T18:00:00Z,advancement_entry
257,1,1,16545,2025-09-26T18:00:00Z,advancement_entry
258,1,1,10869,2025-09-26T18:00:00Z,event_import
259,1,1,8937,2025-09-26T18:00:00Z,advancement_entry
260,1,1,5958,2025-09-26T18:00:00Z,event_import
261,1,1,2802,2025-09-26T18:00:00Z,event_import
262,1,1,4764,2025-09-26T18:00:00Z,event_import
263,1,1,12524,2025-09-26T18:00:00Z,event_import
264,1,1,10301,2025-09-26T18:00:00Z,event_import
265,1,1,4962,2025-09-26T18:00:00Z,event_import
266,1,1,5212,2025-09-26T18:00:00Z,event_import
267,1,1,4033,2025-09-26T18:00:00Z,event_import
268,1,1,14615,2025-09-26T18:00:00Z,advancement_entry
269,1,1,5067,2025-09-26T18:00:00Z,advancement_entry
270,1,1,17117,2025-09-26T18:00:00Z,event_import
271,1,1,11405,2025-09-26T18:00:00Z,advancement_entry
272,1,1,6143,2025-09-26T18:00:00Z,event_import
273,1,1,16112,2025-09-26T18:00:00Z,advancement_entry
274,1,1,5567,2025-09-26T18:00:00Z,event_import
275,1,2,17988,2025-11-06T18:00:00Z,event_import
276,1,2,6164,2025-11-06T18:00:00Z,event_import
277,1,2,9389,2025-11-06T18:00:00Z,advancement_entry
278,1,2,7000,2025-11-06T18:00:00Z,event_import
279,1,2,3523,2025-11-06T18:00:00Z,event_import
280,1,2,18965,2025-11-06T18:00:00Z,advancement_entry
281,1,2,2712,2025-11-06T18:00:00Z,event_import
282,1,2,9294,2025-11-06T18:00:00Z,advancement_entry
283,1,2,14908,2025-11-06T18:00:00Z,advancement_entry
284,1,2,3056,2025-11-06T18:00:00Z,advancement_entry
285,1,2,1739,2025-11-06T18:00:00Z,event_import
286,1,2,4076,2025-11-06T18:00:00Z,event_import
287,1,2,14009,2025-11-06T18:00:00Z,advancement_entry
288,1,2,10548,2025-11-06T18:00:00Z,advancement_entry
289,1,2,13502,2025-11-06T18:00:00Z,event_import
290,1,2,15015,2025-11-06T18:00:00Z,advancement_entry
291,1,2,15718,2025-11-06T18:00:00Z,advancement_entry
292,1,2,6036,2025-11-06T18:00:00Z,advancement_entry
293,1,2,16506,2025-11-06T18:00:00Z,event_import
294,1,2,6512,2025-11-06T18:00:00Z,event_import
295,1,2,18681,2025-11-06T18:00:00Z,event_import
296,1,2,17476,2025-11-06T18:00:00Z,advancement_entry
297,1,2,3689,2025-11-06T18:00:00Z,advancement_entry
298,1,2,16583,2025-11-06T18:00:00Z,event_import
299,1,2,17324,2025-11-06T18:00:00Z,event_import
300,1,2,2995,2025-11-06T18:00:00Z,event_import
301,1,2,9814,2025-11-06T18:00:00Z,advancement_entry
302,1,2,1557,2025-11-06T18:00:00Z,event_import
303,1,2,5533,2025-11-06T18:00:00Z,event_import
304,1,2,2213,2025-11-06T18:00:00Z,event_import
305,1,2,6621,2025-11-06T18:00:00Z,advancement_entry
306,1,2,7067,2025-11-06T18:00:00Z,advancement_entry
307,1,2,8687,2025-11-06T18:00:00Z,advancement_entry
308,1,2,6195,2025-11-06T18:00:00Z,event_import
309,1,2,4349,2025-11-06T18:00:00Z,event_import
310,1,2,727,2025-11-06T18:00:00Z,event_import
311,1,2,8127,2025-11-06T18:00:00Z,event_import
312,1,2,11771,2025-11-06T18:00:00Z,advancement_entry
313,1,2,17438,2025-11-06T18:00:00Z,advancement_entry
314,1,2,11945,2025-11-06T18:00:00Z,advancement_entry
315,1,2,12966,2025-11-06T18:00:00Z,event_import
316,1,2,12612,2025-11-06T18:00:00Z,event_import
317,1,2,5982,2025-11-06T18:00:00Z,event_import
318,1,2,10142,2025-11-06T18:00:00Z,advancement_entry
319,1,2,15396,2025-11-06T18:00:00Z,event_import
320,1,2,5853,2025-11-06T18:00:00Z,event_import
321,1,2,8633,2025-11-06T18:00:00Z,advancement_entry
322,1,2,8793,2025-11-06T18:00:00Z,event_import
323,1,2,11609,2025-11-06T18:00:00Z,event_import
324,1,2,14544,2025-11-06T18:00:00Z,event_import
325,1,2,16957,2025-11-06T18:00:00Z,event_import
326,1,2,14364,2025-11-06T18:00:00Z,event_import
327,1,2,1798,2025-11-06T18:00:00Z,advancement_entry
328,1,2,10328,2025-11-06T18:00:00Z,event_import
329,1,2,14232,2025-11-06T18:00:00Z,advancement_entry
330,1,2,9581,2025-11-06T18:00:00Z,advancement_entry
331,1,2,1180,2025-11-06T18:00:00Z,advancement_entry
332,1,2,7974,2025-11-06T18:00:00Z,event_import
333,1,2,13740,2025-11-06T18:00:00Z,advancement_entry
334,1,2,15377,2025-11-06T18:00:00Z,advancement_entry
335,1,2,12981,2025-11-06T18:00:00Z,event_import
336,1,2,12475,2025-11-06T18:00:00Z,event_import
337,1,2,1987,2025-11-06T18:00:00Z,advancement_entry
338,1,2,17547,2025-11-06T18:00:00Z,event_import
339,1,2,6241,2025-11-06T18:00:00Z,event_import
340,1,2,12087,2025-11-06T18:00:00Z,event_import
341,1,2,16571,2025-11-06T18:00:00Z,event_import
342,1,2,15720,2025-11-06T18:00:00Z,advancement_entry
343,1,2,7626,2025-11-06T18:00:00Z,event_import
344,1,2,18795,2025-11-06T18:00:00Z,advancement_entry
345,1,2,9580,2025-11-06T18:00:00Z,event_import
346,1,2,7006,2025-11-06T18:00:00Z,event_import
347,1,2,7035,2025-11-06T18:00:00Z,event_import
348,1,2,8781,2025-11-06T18:00:00Z,advancement_entry
349,1,2,13310,2025-11-06T18:00:00Z,event_import
350,1,2,11111,2025-11-06T18:00:00Z,event_import
351,1,2,3071,2025-11-06T18:00:00Z,event_import
352,1,2,19105,2025-11-06T18:00:00Z,advancement_entry
353,1,2,14380,2025-11-06T18:00:00Z,event_import
354,1,2,8552,2025-11-06T18:00:00Z,event_import
355,1,2,7685,2025-11-06T18:00:00Z,event_import
356,1,2,3116,2025-11-06T18:00:00Z,advancement_entry
357,1,2,16966,2025-11-06T18:00:00Z,advancement_entry
358,1,2,4259,2025-11-06T18:00:00Z,event_import
359,1,2,17969,2025-11-06T18:00:00Z,event_import
360,1,2,2265,2025-11-06T18:00:00Z,event_import
361,1,2,11188,2025-11-06T18:00:00Z,event_import
362,1,2,11792,2025-11-06T18:00:00Z,event_import
363,1,2,6631,2025-11-06T18:00:00Z,event_import
364,1,2,19904,2025-11-06T18:00:00Z,event_import
365,1,2,1330,2025-11-06T18:00:00Z,event_import
366,1,2,16751,2025-11-06T18:00:00Z,event_import
367,1,2,17288,2025-11-06T18:00:00Z,event_import
368,1,2,16709,2025-11-06T18:00:00Z,advancement_entry
369,1,2,11598,2025-11-06T18:00:00Z,event_import
370,1,2,9057,2025-11-06T18:00:00Z,event_import
371,1,2,1066,2025-11-06T18:00:00Z,event_import
372,1,2,9681,2025-11-06T18:00:00Z,event_import
373,1,2,16800,2025-11-06T18:00:00Z,event_import
374,1,2,5180,2025-11-06T18:00:00Z,event_import
375,1,2,11317,2025-11-06T18:00:00Z,advancement_entry
376,1,2,8854,2025-11-06T18:00:00Z,event_import
377,1,2,1199,2025-11-06T18:00:00Z,event_import
378,1,2,5997,2025-11-06T18:00:00Z,event_import
379,1,2,5823,2025-11-06T18:00:00Z,event_import
380,1,3,6512,2026-03-12T18:00:00Z,advancement_entry
381,1,3,3523,2026-03-12T18:00:00Z,event_import
382,1,3,11609,2026-03-12T18:00:00Z,advancement_entry
383,1,3,7364,2026-03-12T18:00:00Z,advancement_entry
384,1,3,12612,2026-03-12T18:00:00Z,event_import
385,1,3,6195,2026-03-12T18:00:00Z,event_import
386,1,3,918,2026-03-12T18:00:00Z,event_import
387,1,3,3093,2026-03-12T18:00:00Z,event_import
388,1,3,9057,2026-03-12T18:00:00Z,advancement_entry
389,1,3,12981,2026-03-12T18:00:00Z,event_import
390,1,3,2265,2026-03-12T18:00:00Z,event_import
391,1,3,8687,2026-03-12T18:00:00Z,event_import
392,1,3,9580,2026-03-12T18:00:00Z,event_import
393,1,3,19928,2026-03-12T18:00:00Z,event_import
394,1,3,7947,2026-03-12T18:00:00Z,advancement_entry
395,1,3,11312,2026-03-12T18:00:00Z,event_import
396,1,3,1023,2026-03-12T18:00:00Z,event_import
397,1,3,8552,2026-03-12T18:00:00Z,event_import
398,1,3,17988,2026-03-12T18:00:00Z,event_import
399,1,3,10265,2026-03-12T18:00:00Z,event_import
400,1,3,12153,2026-03-12T18:00:00Z,event_import
401,1,3,16022,2026-03-12T18:00:00Z,event_import
402,1,3,13349,2026-03-12T18:00:00Z,event_import
403,1,3,11718,2026-03-12T18:00:00Z,event_import
404,1,3,19611,2026-03-12T18:00:00Z,advancement_entry
405,1,3,15062,2026-03-12T18:00:00Z,event_import
406,1,3,7101,2026-03-12T18:00:00Z,event_import
407,1,3,8055,2026-03-12T18:00:00Z,event_import
408,1,3,8329,2026-03-12T18:00:00Z,event_import
409,1,3,19235,2026-03-12T18:00:00Z,event_import
410,1,3,18484,2026-03-12T18:00:00Z,event_import
411,1,3,9616,2026-03-12T18:00:00Z,advancement_entry
412,1,3,15239,2026-03-12T18:00:00Z,event_import
413,1,3,13446,2026-03-12T18:00:00Z,advancement_entry
414,1,3,4356,2026-03-12T18:00:00Z,advancement_entry
415,1,3,847,2026-03-12T18:00:00Z,event_import
416,1,3,10859,2026-03-12T18:00:00Z,event_import
417,1,3,11588,2026-03-12T18:00:00Z,event_import
418,1,3,3833,2026-03-12T18:00:00Z,event_import
419,1,3,564,2026-03-12T18:00:00Z,event_import
420,1,3,12803,2026-03-12T18:00:00Z,event_import
421,1,3,1592,2026-03-12T18:00:00Z,advancement_entry
422,1,3,7706,2026-03-12T18:00:00Z,event_import
423,1,3,3322,2026-03-12T18:00:00Z,event_import
424,1,3,1226,2026-03-12T18:00:00Z,event_import
425,1,3,6747,2026-03-12T18:00:00Z,advancement_entry
426,1,3,9764,2026-03-12T18:00:00Z,advancement_entry
427,1,3,7378,2026-03-12T18:00:00Z,advancement_entry
428,1,3,2460,2026-03-12T18:00:00Z,event_import
429,1,3,6391,2026-03-12T18:00:00Z,advancement_entry
430,1,3,13952,2026-03-12T18:00:00Z,event_import
431,1,3,1331,2026-03-12T18:00:00Z,event_import
432,1,3,16994,2026-03-12T18:00:00Z,advancement_entry
433,1,3,8312,2026-03-12T18:00:00Z,event_import
434,1,3,11788,2026-03-12T18:00:00Z,event_import
435,1,3,4512,2026-03-12T18:00:00Z,event_import
436,1,3,11378,2026-03-12T18:00:00Z,event_import
437,1,3,2980,2026-03-12T18:00:00Z,event_import
438,1,3,4150,2026-03-12T18:00:00Z,event_import
439,1,3,19536,2026-03-12T18:00:00Z,event_import
440,1,3,11656,2026-03-12T18:00:00Z,event_import
441,1,3,2723,2026-03-12T18:00:00Z,event_import
442,1,3,33,2026-03-12T18:00:00Z,event_import
443,1,3,14621,2026-03-12T18:00:00Z,event_import
444,1,3,13890,2026-03-12T18:00:00Z,advancement_entry
445,1,3,6915,2026-03-12T18:00:00Z,advancement_entry
446,1,3,5146,2026-03-12T18:00:00Z,event_import
447,1,3,2269,2026-03-12T18:00:00Z,event_import
448,1,3,6860,2026-03-12T18:00:00Z,event_import
449,1,3,6067,2026-03-12T18:00:00Z,event_import
450,1,3,11411,2026-03-12T18:00:00Z,event_import
451,1,3,533,2026-03-12T18:00:00Z,advancement_entry
452,1,3,7789,2026-03-12T18:00:00Z,advancement_entry
453,1,3,15470,2026-03-12T18:00:00Z,event_import
454,1,3,10970,2026-03-12T18:00:00Z,advancement_entry
455,1,3,18592,2026-03-12T18:00:00Z,advancement_entry
456,1,3,9315,2026-03-12T18:00:00Z,advancement_entry
457,1,3,12298,2026-03-12T18:00:00Z,event_import
458,1,3,3910,2026-03-12T18:00:00Z,advancement_entry
459,1,3,18599,2026-03-12T18:00:00Z,event_import
460,1,3,734,2026-03-12T18:00:00Z,advancement_entry
461,1,3,17066,2026-03-12T18:00:00Z,event_import
462,1,3,16990,2026-03-12T18:00:00Z,event_import
463,1,3,8802,2026-03-12T18:00:00Z,advancement_entry
464,1,3,4785,2026-03-12T18:00:00Z,advancement_entry
465,1,3,8629,2026-03-12T18:00:00Z,event_import
466,1,3,12500,2026-03-12T18:00:00Z,event_import
467,1,3,12019,2026-03-12T18:00:00Z,advancement_entry
468,1,3,15392,2026-03-12T18:00:00Z,advancement_entry
469,1,3,11055,2026-03-12T18:00:00Z,event_import
470,1,3,547,2026-03-12T18:00:00Z,event_import
471,1,3,3047,2026-03-12T18:00:00Z,event_import
472,1,3,9915,2026-03-12T18:00:00Z,event_import
473,1,3,471,2026-03-12T18:00:00Z,event_import
474,1,3,11720,2026-03-12T18:00:00Z,event_import
475,1,3,12713,2026-03-12T18:00:00Z,event_import
476,1,3,755,2026-03-12T18:00:00Z,event_import
477,1,3,9717,2026-03-12T18:00:00Z,advancement_entry
478,1,3,1219,2026-03-12T18:00:00Z,event_import
479,1,3,19485,2026-03-12T18:00:00Z,event_import
480,1,3,4238,2026-03-12T18:00:00Z,advancement_entry
481,1,3,9922,2026-03-12T18:00:00Z,advancement_entry
482,1,3,17499,2026-03-12T18:00:00Z,advancement_entry
483,1,3,19107,2026-03-12T18:00:00Z,event_import
