id,school_id,constituent_id,employer,job_title,industry,started_at,ended_at,is_current,recorded_at,record_source
152,1,13693,Northstar Systems,Director of Engineering,Technology,2022-07-26,,true,2024-10-06,profile_enrichment
153,1,13038,Silver Maple Holdings,Chief Financial Officer,Financial Services,2011-11-10,,true,2013-02-28,crm_import
154,1,18371,Youth Arts Collaborative,Director of Programs,Nonprofit,2019-01-20,,true,2024-08-04,crm_import
155,1,9335,Open Learning Network,Associate Professor,Education,2017-11-08,,true,2017-11-13,profile_enrichment
156,1,7005,Blue Lantern Technologies,Senior Software Engineer,Technology,2020-04-02,,true,2021-04-30,profile_enrichment
157,1,7502,Mariner Media Group,Senior Producer,Media,2018-06-14,,true,2024-02-20,profile_enrichment
158,1,7435,Summit Grove Partners,Chief Financial Officer,Financial Services,2025-09-04,,true,2026-01-11,crm_import
159,1,12041,Clearwater Manufacturing,Senior Operations Manager,Manufacturing,2019-05-04,,true,2021-07-26,crm_import
160,1,4524,CivicWorks Collaborative,Senior Program Manager,Nonprofit,2025-03-07,,true,2025-05-30,profile_enrichment
161,1,10650,Clearwater Health Group,Director of Operations,Healthcare,2013-10-27,2019-02-23,false,2019-02-23,crm_import
162,1,10650,Regional Health Partners,Senior Program Manager,Healthcare,2010-06-12,2012-08-11,false,2012-08-11,crm_import
163,1,10650,Regional Health Partners,Program Manager,Healthcare,2008-06-03,2010-06-11,false,2010-06-11,crm_import
164,1,10650,Harborline Health,Vice President of Operations,Healthcare,2019-02-24,,true,2025-01-26,crm_import
165,1,15034,Lakeshore Media,Producer,Media,2010-05-28,,true,2025-03-25,profile_enrichment
166,1,14923,Cedar Ridge Education,Department Chair,Education,2016-07-21,,true,2017-06-08,profile_enrichment
167,1,886,Clearwater Health Group,Vice President of Operations,Healthcare,2008-08-14,2014-07-09,false,2014-07-09,crm_import
168,1,886,Harborline Health,Director of Operations,Healthcare,2004-12-14,2008-08-13,false,2008-08-13,profile_enrichment
169,1,886,Arcfield Medical,,Healthcare,2014-07-10,,true,2020-01-16,crm_import
170,1,16388,Harborline Health,Program Manager,Healthcare,2022-05-02,,true,2023-09-13,profile_enrichment
171,1,877,Blue Lantern Technologies,Senior Software Engineer,Technology,2014-03-02,2019-10-18,false,2019-10-18,crm_import
172,1,877,Blue Lantern Technologies,Engineering Manager,Technology,2019-10-19,,true,2024-05-05,crm_import
173,1,5515,Clearwater Health Group,Vice President of Operations,Healthcare,2012-10-29,2016-10-28,false,2016-10-28,crm_import
174,1,5515,Arcfield Medical,Chief Operating Officer,Healthcare,2016-10-29,,true,2026-01-26,crm_import
175,1,9813,CivicWorks Collaborative,Director of Programs,Nonprofit,2019-10-04,2025-07-03,false,2025-07-03,crm_import
176,1,9813,Metro Community Foundation,Senior Program Manager,Nonprofit,2014-04-19,2019-10-03,false,2019-10-03,crm_import
177,1,9813,Community Innovation Council,Program Manager,Nonprofit,2011-09-23,2013-10-18,false,2013-10-18,crm_import
178,1,9813,CivicWorks Collaborative,Vice President of Programs,Nonprofit,2025-07-04,,true,2026-06-11,profile_enrichment
179,1,7960,Beacon Legal Group,Associate Counsel,Legal Services,2021-06-04,,true,2022-02-25,profile_enrichment
180,1,3533,Orchard Studio,Producer,Media,2025-01-22,,true,2026-07-19,profile_enrichment
181,1,5510,Mariner Media Group,Program Director,Media,2021-10-05,2024-12-29,false,2024-12-29,profile_enrichment
182,1,5510,Mariner Media Group,Senior Producer,Media,2017-11-26,2021-07-21,false,2021-07-21,crm_import
183,1,5510,Mariner Media Group,Managing Director,Media,2024-12-30,,true,2025-06-06,profile_enrichment
184,1,4683,Juniper Education Group,Assistant Professor,Education,2012-06-29,,true,2018-08-19,profile_enrichment
185,1,17807,Open Learning Network,Dean,Education,2015-04-09,,true,2023-02-15,crm_import
186,1,7215,Youth Arts Collaborative,Vice President of Programs,Nonprofit,2018-04-01,,true,2024-06-28,profile_enrichment
187,1,11870,Granite Industrial Group,Director of Operations,Manufacturing,2022-07-28,,true,2026-03-28,crm_import
188,1,1437,Youth Arts Collaborative,Program Manager,Nonprofit,2023-11-19,,true,2024-09-07,profile_enrichment
189,1,8441,Granite Advisory,Analyst,Financial Services,2020-12-01,2023-03-09,false,2023-03-09,crm_import
190,1,8441,Summit Grove Partners,Associate,Financial Services,2023-03-10,,true,2026-03-26,profile_enrichment
191,1,17657,Juniper Education Group,,Education,2011-08-27,,true,2024-08-28,profile_enrichment
192,1,4442,Orchard Studio,Managing Director,Media,2011-11-12,,true,2024-12-08,profile_enrichment
193,1,17268,Beacon Software Group,Chief Technology Officer,Technology,2015-02-14,2019-09-11,false,2019-09-11,crm_import
194,1,17268,Northstar Systems,Engineering Manager,Technology,2010-12-01,2015-02-13,false,2015-02-13,crm_import
195,1,17268,Mariner Labs,Senior Software Engineer,Technology,2008-10-06,2010-11-30,false,2010-11-30,crm_import
196,1,17268,Beacon Software Group,Vice President of Engineering,Technology,2019-09-12,,true,2025-06-24,crm_import
197,1,16369,Granite Industrial Group,Director of Operations,Manufacturing,2022-05-04,2025-08-11,false,2025-08-11,profile_enrichment
198,1,16369,Granite Industrial Group,Senior Operations Manager,Manufacturing,2019-03-15,2022-05-03,false,2022-05-03,crm_import
199,1,16369,Granite Industrial Group,Vice President of Operations,Manufacturing,2025-08-12,,true,2026-02-14,crm_import
200,1,11419,Harborline Health,Vice President of Operations,Healthcare,2021-07-03,2026-07-03,false,2026-07-03,profile_enrichment
201,1,11419,Harborline Health,Director of Operations,Healthcare,2019-03-31,2021-07-02,false,2021-07-02,crm_import
202,1,11419,Neighborhood Business Alliance,Volunteer Treasurer,Nonprofit,2024-06-08,2026-08-31,false,2026-08-31,profile_enrichment
203,1,11419,Harborline Health,Chief Operating Officer,Healthcare,2026-07-04,,true,2026-08-26,profile_enrichment
204,1,19053,Community Innovation Council,Senior Program Manager,Nonprofit,2013-02-01,,true,2020-10-15,profile_enrichment
205,1,4053,Harbor Street Counsel,Senior Counsel,Legal Services,2016-12-31,,true,2022-11-18,profile_enrichment
206,1,8165,Youth Arts Collaborative,Director of Programs,Nonprofit,2025-02-13,,true,2025-07-24,profile_enrichment
207,1,5154,Redwood Holdings,Director of Operations,Manufacturing,2020-06-25,,true,2023-12-05,crm_import
208,1,2140,Beacon Legal Group,Senior Counsel,Legal Services,2017-02-18,,true,2024-01-28,profile_enrichment
209,1,10274,Regional Health Partners,Director of Operations,Healthcare,2017-03-15,,true,2018-03-10,profile_enrichment
210,1,1634,Lakeshore Media,Program Director,Media,2012-12-06,,true,2016-03-03,crm_import
211,1,213,Summit Grove Partners,Vice President of Finance,Financial Services,2024-12-05,,true,2025-05-02,profile_enrichment
212,1,2132,Northstar Systems,Chief Technology Officer,Technology,2019-10-07,,true,2021-02-11,profile_enrichment
213,1,1784,Open Learning Network,Professor,Education,2020-06-20,,true,2021-01-17,profile_enrichment
214,1,347,Blue Lantern Technologies,Director of Engineering,Technology,2019-10-14,2023-12-25,false,2023-12-25,crm_import
215,1,347,Blue Lantern Technologies,Vice President of Engineering,Technology,2025-03-14,,true,2025-05-24,crm_import
216,1,19788,Youth Arts Collaborative,Vice President of Programs,Nonprofit,2025-12-22,,true,2026-07-14,profile_enrichment
217,1,2334,Youth Arts Collaborative,Senior Program Manager,Nonprofit,2013-05-01,2017-03-02,false,2017-03-02,crm_import
218,1,2334,CivicWorks Collaborative,Director of Programs,Nonprofit,2017-03-03,,true,2020-04-24,profile_enrichment
219,1,4426,Beacon Legal Group,Senior Counsel,Legal Services,2015-09-04,2018-01-15,false,2018-01-15,profile_enrichment
220,1,4426,Harbor Street Counsel,Counsel,Legal Services,2010-05-25,2015-09-03,false,2015-09-03,profile_enrichment
221,1,4426,Cedar & Finch Consulting,Associate Counsel,Legal Services,2005-07-15,2010-05-24,false,2010-05-24,profile_enrichment
222,1,4426,Harbor Street Counsel,Managing Counsel,Legal Services,2019-05-06,,true,2026-04-09,crm_import
223,1,1530,CivicWorks Collaborative,Senior Program Manager,Nonprofit,2013-05-21,,true,2014-07-25,crm_import
224,1,1242,Arcfield Medical,Director of Operations,Healthcare,2009-11-25,2015-09-11,false,2015-09-11,crm_import
225,1,1242,Harborline Health,Senior Program Manager,Healthcare,2006-07-24,2009-11-24,false,2009-11-24,crm_import
226,1,1242,Regional Health Partners,Vice President of Operations,Healthcare,2015-09-12,,true,2024-05-03,crm_import
227,1,3433,Mariner Labs,Director of Engineering,Technology,2012-02-13,,true,2017-07-18,profile_enrichment
228,1,4122,Redwood Creative,Managing Director,Media,2017-04-22,,true,2026-06-06,crm_import
229,1,6850,Pinecrest Partners,Counsel,Legal Services,2009-04-17,2015-01-26,false,2015-01-26,crm_import
230,1,6850,Beacon Legal Group,Associate Counsel,Legal Services,2006-05-14,2008-10-28,false,2008-10-28,crm_import
231,1,6850,Pinecrest Partners,Senior Counsel,Legal Services,2016-03-20,,true,2017-02-06,crm_import
232,1,7464,Youth Arts Collaborative,Vice President of Programs,Nonprofit,2026-01-19,,true,2026-03-03,profile_enrichment
233,1,16391,Arcfield Manufacturing,Vice President of Operations,Manufacturing,2016-02-20,2019-06-16,false,2019-06-16,crm_import
234,1,16391,Metro Community Foundation,Board Member,Nonprofit,2018-04-21,2019-10-08,false,2019-10-08,profile_enrichment
235,1,16391,Granite Industrial Group,President,Manufacturing,2019-06-17,,true,2026-03-14,crm_import
236,1,17593,CivicWorks Collaborative,Program Manager,Nonprofit,2022-08-31,,true,2024-04-05,profile_enrichment
237,1,19031,Harbor Street Counsel,Associate Counsel,Legal Services,2011-03-13,,true,2021-11-29,crm_import
238,1,1645,Northstar Systems,Senior Software Engineer,Technology,2020-05-17,2025-01-11,false,2025-01-11,crm_import
239,1,1645,Beacon Software Group,Software Engineer,Technology,2018-04-06,2020-05-16,false,2020-05-16,crm_import
240,1,1645,Northstar Systems,Engineering Manager,Technology,2025-01-12,,true,2025-03-26,profile_enrichment
241,1,17321,Neighborhood Business Alliance,Volunteer Treasurer,Education,2013-11-10,2016-02-29,false,2016-02-29,profile_enrichment
242,1,17321,Cedar Ridge Education,Assistant Professor,Education,2015-09-13,,true,2017-03-26,profile_enrichment
243,1,7824,Northstar Systems,Senior Software Engineer,Technology,2018-04-01,2021-12-13,false,2021-12-13,crm_import
244,1,7824,Northstar Systems,Analyst,Technology,2013-06-15,2018-03-31,false,2018-03-31,profile_enrichment
245,1,7824,Beacon Software Group,Software Engineer,Technology,2021-12-14,,true,2024-10-03,profile_enrichment
246,1,3065,Cedar & Finch Consulting,Counsel,Legal Services,2024-11-09,,true,2026-02-07,profile_enrichment
247,1,7807,Regional Health Partners,Program Manager,Healthcare,2005-11-05,2011-07-13,false,2011-07-13,profile_enrichment
248,1,7807,Clearwater Health Group,Program Analyst,Healthcare,1999-06-11,2004-06-24,false,2004-06-24,crm_import
249,1,7807,Regional Health Partners,Program Analyst,Healthcare,1993-08-22,1999-06-10,false,1999-06-10,profile_enrichment
250,1,7807,Clearwater Health Group,Senior Program Manager,Healthcare,2011-07-14,,true,2024-12-05,profile_enrichment
